Compartment,MP_form,Size_Bin,k_discorporation,k_fragmentation,k_heteroaggregation,k_heteroaggregate_breackup,k_biofouling,k_defouling,k_advective_transport,k_settling,k_rising,k_mixing,k_sea_spray_aerosol,k_beaching,k_sediment_resuspension,k_burial,k_runoff_transport,k_percolation,k_soil_air_resuspension,k_soil_convection,k_sequestration_deep_soils,k_wind_trasport,k_dry_depossition,k_wet_depossition
Ocean_Mixed_Water,heterMP,mp4,1.6045073624072808e-10,"[9.512947284918179e-11, 3.170982428306059e-11, 3.170982428306059e-11, 0.0, 0.0]",0.0,2.8491272338909827e-11,3.858024691358025e-07,0.0,4.273255813953488e-09,0.0,3.7954174416965635e-05,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,heterMP,mp5,1.6045073624072808e-10,"[1.1098427205622372e-09, 2.378234401204794e-10, 1.5854896008031963e-10, 7.927448004015982e-11, 0.0]",0.0,2.7000625194815907e-07,3.858024691358025e-07,0.0,4.273255813953488e-09,0.0,0.0037955754256349104,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,biofMP,mp1,3.2090147248145615e-10,"[0.0, 0.0, 0.0, 0.0, 0.0]",6.065592538730718e-08,0.0,0.0,0.0,4.273255813953488e-09,1.2143672826727314e-07,0.0,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,biofMP,mp2,3.2090147248145615e-10,"[1.943122678398596e-10, 0.0, 0.0, 0.0, 0.0]",4.666863831708318e-07,0.0,0.0,0.0,4.273255813953488e-09,2.811811018956282e-07,0.0,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,biofMP,mp3,3.2090147248145615e-10,"[4.538912937372814e-10, 4.538912937372814e-10, 0.0, 0.0, 0.0]",4.499190628699996e-05,0.0,0.0,0.0,4.273255813953488e-09,1.879902640150381e-06,0.0,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,biofMP,mp4,3.2090147248145615e-10,"[4.825491470292957e-09, 1.6084971567643192e-09, 1.6084971567643192e-09, 0.0, 0.0]",0.02491138849278385,0.0,0.0,0.0,4.273255813953488e-09,0.0,1.5432439057681705e-05,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,biofMP,mp5,3.2090147248145615e-10,"[5.557266242310434e-08, 1.1908427662093789e-08, 7.938951774729193e-09, 3.969475887364596e-09, 0.0]",509.5257133588125,0.0,0.0,0.0,4.273255813953488e-09,0.0,0.003570286666501646,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,heterBiofMP,mp1,8.022536812036404e-11,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.7504869898287757e-16,0.0,0.0,4.273255813953488e-09,1.8096532492460061e-07,0.0,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,heterBiofMP,mp2,8.022536812036404e-11,"[2.069169623927708e-12, 0.0, 0.0, 0.0, 0.0]",0.0,6.073207333786567e-16,0.0,0.0,4.273255813953488e-09,3.2315908144585437e-07,0.0,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ocean_Mixed_Water,heterBiofMP,mp3,8.022536812036404e-11,"[4.541989829336653e-12, 4.541989829336653e-12, 0.0, 0.0, 0.0]",0.0,4.5335407929764513e-14,0.0,0.0,4.273255813953488e-09,1.8920925688712547e-06,0.0,"[0.000138, 3.167e-10]",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
